iter	Logloss
0	0.06948936206
1	0.06009177631
2	0.05584480083
3	0.05412348176
4	0.05210587397
5	0.0508418885
6	0.04924112989
7	0.04759499619
8	0.04671228034
9	0.04563467452
10	0.0446589821
11	0.04370678192
12	0.04283791346
13	0.04172317844
14	0.0406889886
15	0.03998523965
16	0.0393850163
17	0.03877403634
18	0.03832603764
19	0.0378205225
20	0.03728843288
21	0.03633830269
22	0.03567245066
23	0.03495183746
24	0.03446981171
25	0.03383522294
26	0.03337794905
27	0.03299294603
28	0.03216539228
29	0.03171013721
30	0.03144989437
31	0.03095377953
32	0.03052578135
33	0.02999734551
34	0.02948396835
35	0.02916499209
36	0.02884303594
37	0.02840943341
38	0.02789587143
39	0.02759949173
40	0.02731624004
41	0.02640552516
42	0.0261111984
43	0.02565189715
44	0.02521222395
45	0.025027502
46	0.0247042976
47	0.02436043584
48	0.02401502443
49	0.02384102923
50	0.02357377455
51	0.02339600758
52	0.02299453982
53	0.02254870211
54	0.02223774568
55	0.0219565384
56	0.02166382385
57	0.02144497391
58	0.02115429808
59	0.02096313155
60	0.02076800416
61	0.02061519093
62	0.02046571159
63	0.0203286224
64	0.02005391942
65	0.01984631373
66	0.01965426148
67	0.0194712925
68	0.01915797888
69	0.01895370283
70	0.01878473193
71	0.01863615538
72	0.01834806137
73	0.01816000553
74	0.01798764103
75	0.01786904962
76	0.01771518576
77	0.01749446485
78	0.01738946351
79	0.0173072009
80	0.0171863234
81	0.01702237823
82	0.01686506104
83	0.01670806374
84	0.01658250172
85	0.01637390937
86	0.01625576012
87	0.01610817307
88	0.01600638904
89	0.01591879362
90	0.01578089975
91	0.01565939385
92	0.01548318507
93	0.01529703431
94	0.01516972786
95	0.01504133524
96	0.01492460058
97	0.01471268428
98	0.01459072913
99	0.01449485086
100	0.01438379875
101	0.01429015256
102	0.01414994415
103	0.01397452157
104	0.01387297639
105	0.01374833848
106	0.01363733613
107	0.01352335958
108	0.01342192529
109	0.01326818369
110	0.01313052724
111	0.01284986021
112	0.01273531213
113	0.01264005373
114	0.01247917233
115	0.01240614084
116	0.01232254751
117	0.01222721944
118	0.01208262792
119	0.01199752048
120	0.01192934411
121	0.01182897112
122	0.0117268203
123	0.01162639045
124	0.01153308404
125	0.01145472898
126	0.01136614192
127	0.01127009447
128	0.01119694356
129	0.01107620325
130	0.01095271052
131	0.01078557505
132	0.01068663159
133	0.01060531014
134	0.01052625134
135	0.01045628931
136	0.01035921254
137	0.01026840265
138	0.01016600303
139	0.01009884104
140	0.01001205883
141	0.009956119062
142	0.009896164401
143	0.009835965917
144	0.00972066007
145	0.009607359536
146	0.009509075035
147	0.009457421701
148	0.009369583167
149	0.009297844716
150	0.009202289886
151	0.009097090929
152	0.008968027968
153	0.008868783817
154	0.008807368355
155	0.00875941998
156	0.00869799741
157	0.008649696453
158	0.008593207904
159	0.008465177811
160	0.008387182441
161	0.008330300792
162	0.008166922882
163	0.008079426979
164	0.007959234026
165	0.007912452159
166	0.007853257398
167	0.007778051411
168	0.007746750475
169	0.007680119493
170	0.007608241715
171	0.00750617335
172	0.007449699729
173	0.007394310869
174	0.00734667598
175	0.007287567232
176	0.007238613713
177	0.007202102943
178	0.007153080471
179	0.007088316897
180	0.007038973831
181	0.006973024557
182	0.00691176406
183	0.00686073201
184	0.00679737379
185	0.006745146799
186	0.006656390555
187	0.006614329455
188	0.006558859557
189	0.006498180538
190	0.006457080509
191	0.006409948192
192	0.006371622618
193	0.006323197262
194	0.006276349996
195	0.006227631769
196	0.006144676787
197	0.00609655141
198	0.006058736938
199	0.006010470102
200	0.005950335595
201	0.005896063838
202	0.005796740427
203	0.005759349268
204	0.005723925746
205	0.005677687325
206	0.005657723053
207	0.005583664381
208	0.005551977807
209	0.00549573237
210	0.005460505754
211	0.005406312191
212	0.005366829706
213	0.005320363457
214	0.005271242887
215	0.005228406959
216	0.005199323879
217	0.005163274808
218	0.005137264386
219	0.00509686348
220	0.005070866919
221	0.005039815847
222	0.004984293701
223	0.004920180557
224	0.004899484818
225	0.004867861865
226	0.004834787353
227	0.004795661004
228	0.004771627106
229	0.004720460705
230	0.004700821647
231	0.00464752198
232	0.00461735805
233	0.004569283144
234	0.004543377928
235	0.004496838461
236	0.004442263881
237	0.004423806259
238	0.004392100848
239	0.004356160181
240	0.004319404879
241	0.004291813522
242	0.004263494608
243	0.004232131472
244	0.004156683796
245	0.004087103135
246	0.004069626844
247	0.004022964755
248	0.003983877859
249	0.003951086621
250	0.003906165409
251	0.003877415363
252	0.003859152515
253	0.00384410627
254	0.003821604257
255	0.00379367489
256	0.003771370494
257	0.003737157553
258	0.003721192888
259	0.003706085865
260	0.003677557961
261	0.003661758214
262	0.003621549238
263	0.003593599968
264	0.00357239668
265	0.003540604545
266	0.003492493385
267	0.003474306598
268	0.00346042615
269	0.003441366081
270	0.003416629861
271	0.003403313119
272	0.003387494534
273	0.003370457549
274	0.003360770061
275	0.003346451729
276	0.003325791888
277	0.003305356676
278	0.003292400336
279	0.003276607342
280	0.003251767692
281	0.003224145058
282	0.003197257089
283	0.003167699516
284	0.00315303109
285	0.003131847706
286	0.003105197162
287	0.003089617779
288	0.003039851756
289	0.003013462094
290	0.002989233422
291	0.002972698298
292	0.00295589394
293	0.002938569593
294	0.002903931385
295	0.002881860859
296	0.002869636873
297	0.002857104734
298	0.002837874061
299	0.002819840106
