mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
6.513217639923096,0.01866369791867949,0.08745965957641602,0.03472272150099066,0.8,5,300,"{'learning_rate': 0.8, 'max_depth': 5, 'n_estimators': 300}",0.9531088811779049,0.9516716396870522,0.9501962535548922,0.9532508394186292,0.9515848790795961,0.9519624985836149,0.0011243515507766359,1,0.9752007221245664,0.9751521057134709,0.9745033407572383,0.9750265895816375,0.9752683320668692,0.9750302180487564,0.00027504158754278863
5.767586803436279,0.060645772569223384,0.06778268814086914,0.00328697888658371,0.8,5,250,"{'learning_rate': 0.8, 'max_depth': 5, 'n_estimators': 250}",0.9471134626690182,0.9442139017259267,0.9446431933722462,0.9476831795064984,0.9447191222865753,0.945674571912053,0.0014293420969649858,2,0.9678673907372715,0.9671490189796439,0.9676275628179436,0.968361602031312,0.9682136799781765,0.9678438509088696,0.00043242706598083634
6.61361403465271,0.09552637323605363,0.0692939281463623,0.0014712264658659133,0.5,5,300,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 300}",0.9446906827612221,0.9446016030174446,0.9437358276643991,0.9437815403480639,0.9435113781520557,0.9440642063886371,0.00048468949199423643,3,0.9653952958488595,0.9648580864347589,0.9644013328748118,0.9643751706454256,0.9650748057898079,0.9648209383187327,0.00039255389310043174
5.797766256332397,0.054099957277216996,0.06707296371459961,0.0022347470198318662,0.5,5,250,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 250}",0.9372430414441661,0.9368426039988629,0.9366471965379431,0.9383024924471299,0.9351012856397363,0.9368273240135677,0.0010354545613252154,4,0.956705485712929,0.956933938477055,0.9570860000118628,0.9568025070927458,0.9556936850291794,0.9566443232647543,0.0004922258310113558
5.730238342285157,0.03693917044639229,0.06995668411254882,0.004446123228352796,0.8,4,300,"{'learning_rate': 0.8, 'max_depth': 4, 'n_estimators': 300}",0.9357937071208895,0.9359647877325004,0.9353914628660717,0.9382203889216264,0.9361420118343196,0.9363024716950814,0.0009906525921698865,5,0.9560184498121183,0.9564979967354207,0.9569888643540613,0.9581909643128322,0.9574488293679062,0.9570290209164678,0.0007524898377468454
5.0170999526977536,0.0865911967575352,0.06683378219604492,0.0057223608117072606,0.8,5,200,"{'learning_rate': 0.8, 'max_depth': 5, 'n_estimators': 200}",0.9381496881496881,0.9333995084136888,0.9337241183700482,0.9366520115350069,0.9361167717169803,0.9356084196370824,0.0018019673469567843,6,0.9564278296988578,0.9556454963028023,0.956667774401823,0.9577379467626412,0.9571527831390412,0.9567263660610331,0.000702276785407407
5.0775786399841305,0.05049974082557577,0.0780606746673584,0.03266663178471004,0.8,4,250,"{'learning_rate': 0.8, 'max_depth': 4, 'n_estimators': 250}",0.9277862016679302,0.9275871065676811,0.9289576022005122,0.9262873655786631,0.9252991371502122,0.9271834826329999,0.0012670806153611967,7,0.9481852047697418,0.9475666779554273,0.9471968011043806,0.9473114506450021,0.9473778052491442,0.9475275879447391,0.0003500165823082699
5.024971294403076,0.03309487041479746,0.07676119804382324,0.03274427003576019,0.5,5,200,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 200}",0.9288748605738425,0.9280194040853209,0.9247987807782064,0.9285409859355022,0.9252309743785122,0.9270930011502768,0.001723977735125552,8,0.9465471033224585,0.9459722849468756,0.9445449783323016,0.9454420053749376,0.9452868913412059,0.9455586526635559,0.0006727737847152781
5.751613330841065,0.034181239411858876,0.06569290161132812,0.001960160989202205,0.5,4,300,"{'learning_rate': 0.5, 'max_depth': 4, 'n_estimators': 300}",0.9285409252669039,0.926705180324751,0.9244073853484217,0.9292373383940221,0.9254819722136167,0.9268745603095432,0.0018118739426661436,9,0.9442433105645818,0.9452234907753907,0.944226854442209,0.9449427776059388,0.943746391519401,0.9444765649815043,0.0005338854959565577
4.247303581237793,0.03259363755198679,0.05716161727905274,0.0024439302702183637,0.8,5,150,"{'learning_rate': 0.8, 'max_depth': 5, 'n_estimators': 150}",0.9241585710553194,0.9238228792812493,0.9210495073014365,0.9256033603075535,0.9228133625202246,0.9234895360931568,0.001512476742047246,10,0.9422768191601955,0.9430699986324909,0.9423211969006272,0.9429813864119022,0.9444952983273696,0.943028939886517,0.0008025883068755828
5.119129419326782,0.06780811468509933,0.061472845077514646,0.0030701745016515464,0.5,4,250,"{'learning_rate': 0.5, 'max_depth': 4, 'n_estimators': 250}",0.920545860872046,0.9184063440500645,0.9164137007911657,0.922275107091861,0.9171167726208116,0.9189515570851897,0.0021767955836568703,11,0.9358804817899139,0.9355892593122526,0.9349388392883767,0.9365986686196753,0.9350475952053121,0.9356109688431061,0.000602960591575229
4.461227941513061,0.04574946249117018,0.06044902801513672,0.005494724763501286,0.8,4,200,"{'learning_rate': 0.8, 'max_depth': 4, 'n_estimators': 200}",0.9178121284185493,0.9168868890317359,0.916908857020344,0.919812777685381,0.9178330865141164,0.9178507477340252,0.0010646639483641133,12,0.9358699280026701,0.9358305664673728,0.9368046575652661,0.9363163879479196,0.9369020297457602,0.9363447139457979,0.0004500490456595874
