mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
44.246871376037596,5.562134586959375,1.5345969676971436,1.92946569479081,0.1,l2,lbfgs,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6475306036302237,0.652979754776162,0.6495294282904902,0.6524200396263798,0.6421810990252861,0.6489281850697084,0.003910144823726252,1,0.6585184923522555,0.6575313512751867,0.6587495140140671,0.6573446327683616,0.6603293518976606,0.6584946684615063,0.00106603369940119
239.02791833877563,16.4606800140386,1.937557077407837,0.34648940599345174,0.1,l2,liblinear,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.6474313863476425,0.6532534246575342,0.6495294282904902,0.6517617093533324,0.6422821635362237,0.6488516224370446,0.0038335036252190318,2,0.6582716049382716,0.6578761810746017,0.6588426596910459,0.657745136118075,0.6607029205855315,0.6586877004815052,0.001077520417661009
5467.985976028443,597.8310535014282,1.2602100849151612,0.6708625491000462,1,l1,liblinear,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.6463054187192119,0.6515669515669515,0.6479663394109397,0.6530206112295665,0.6428975664968873,0.6483513774847113,0.00363922838859438,3,0.6590346971945445,0.6587206432047394,0.6576745171427563,0.6585590044545004,0.6615014505059081,0.6590980625004896,0.0012837288930192027
85.56770815849305,9.835966300187701,2.4830687046051025,2.8922445083195853,1,l2,lbfgs,"{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6461148648648649,0.6522481502561184,0.6467619848612279,0.6537750604294043,0.6410292662236675,0.6479858653270566,0.004584204401179893,4,0.6589881288863765,0.6587530820711518,0.6581474159841852,0.6587270735413648,0.6612435453066422,0.6591718491579441,0.0010722250342439345
340.4721549510956,12.551033149988037,4.922178125381469,5.037877098772612,1,l2,liblinear,"{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.6455696202531646,0.6507981755986317,0.6482545913360438,0.6521677327647477,0.642736009044658,0.6479052257994492,0.0034303362976191793,5,0.6590089771683042,0.6589554607327996,0.6582081639865701,0.6587262317099032,0.6615477159336187,0.6592893099062392,0.0011641626221344397
371.1118332862854,30.167319487058727,0.5918520450592041,0.1292589762392608,10,l2,liblinear,"{'C': 10, 'penalty': 'l2', 'solver': 'liblinear'}",0.6458421274799493,0.6499501353469155,0.647982062780269,0.6528291157236281,0.6422718282000565,0.6477750539061637,0.0035871735543218557,6,0.6582421461348394,0.6589554607327996,0.6583943154099056,0.6586339705310766,0.6613822145157295,0.6591216214648702,0.001155694139245018
5361.6902028560635,303.97735404832713,0.8390362739562989,0.34841971083830253,10,l1,liblinear,"{'C': 10, 'penalty': 'l1', 'solver': 'liblinear'}",0.645660430440287,0.6496724579891768,0.648072880168185,0.652742256322819,0.642554393896581,0.6477404837634098,0.0034664936304240764,7,0.658311857944717,0.6593305823016965,0.6583960696992189,0.658589141262496,0.6614301383434172,0.6592115579103092,0.0011660316872112643
383.84552416801455,9.092142110643518,0.3901987075805664,0.07979033642506889,100,l2,liblinear,"{'C': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.6458421274799493,0.6497649907420595,0.647611041053664,0.6527363184079602,0.6422821635362237,0.6476473282439713,0.0035334791422860137,8,0.6582653817642699,0.6590724739904779,0.658441742081448,0.6586572438162545,0.6611944523068214,0.6591262587918544,0.0010686406927490671
3393.6150032043456,196.4804889983805,0.36629500389099123,0.11261583257511656,100,l1,liblinear,"{'C': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.6458421274799493,0.6497722095671982,0.6477017937219731,0.6527363184079602,0.6421810990252861,0.6476467096404733,0.003565229803856978,9,0.6581009530533004,0.6589795126767517,0.6584202155857926,0.65863567315505,0.6612652136994056,0.65908031363406,0.001129294546572151
102.3747311592102,15.442697898452987,0.34616818428039553,0.023570750626270957,10,l2,lbfgs,"{'C': 10, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6461148648648649,0.6508976916500427,0.6474296119904749,0.6522665908767941,0.6413120316697299,0.6476041582103813,0.0038581072650317326,10,0.6588002543630326,0.6584266497640678,0.6585650192531882,0.6584461011200227,0.6610511413909043,0.6590578331782432,0.001005494769237537
102.58207821846008,14.763923770043393,0.3360309600830078,0.03215159457120992,100,l2,lbfgs,"{'C': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.646595385481148,0.650838783053739,0.6471412556053812,0.651314854299929,0.6412213740458015,0.6474223304971997,0.0036342424710637685,11,0.6584289496910856,0.658079954954955,0.6584986935950851,0.6586331189483355,0.6608412636643436,0.658896396170761,0.0009894517949217497
3102.0408532142637,196.20193120266435,3.1818629264831544,2.182227737314298,0.1,l1,liblinear,"{'C': 0.1, 'penalty': 'l1', 'solver': 'liblinear'}",0.6458216489063376,0.6503189227498228,0.6457374075624389,0.6501696832579186,0.6421319796954315,0.6468359284343899,0.0030857030132734895,12,0.6545543997750913,0.6559279710195899,0.6553668334625414,0.6559594251901945,0.6589040612540136,0.6561425381402861,0.001471698374226504
1.3998737335205078,0.14918859905483914,0.0,0.0,0.1,l1,lbfgs,"{'C': 0.1, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,13,,,,,,,
